,doc_id,0,X,Y,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
3258,3230,1079,1.2757821,6.9561067,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,10075,10075,10047,10047,10047,10047,10047,10047,10047,10047,10047,10047,10047,10046,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3259,3231,1053,0.058602847,6.9748783,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,10049,10049,10048,10046,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3260,3232,1079,0.95154685,6.421633,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,10075,10075,10047,10047,10047,10047,10047,10047,10047,10047,10047,10047,10047,10046,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3261,3233,1045,1.6092403,10.658297,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,10045,10045,10045,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3262,3234,1058,-0.7069363,7.6515064,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,10054,10054,10054,10054,10054,10054,10054,10054,10054,10054,10054,10054,10054,10054,10054,10054,10054,10054,10049,10049,10048,10046,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3263,3235,1031,-0.9479737,3.3000944,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,10031,10031,10031,10031,10031,10030,10027,10027,10027,10026,10026,10026,10026,10026,10026,10026,10026,10018,10018,10018,10018,10015,10012,10004,10002,10000
3264,3236,1060,-1.1626396,10.265572,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,10052,10052,10052,10052,10052,10052,10052,10052,10052,10052,10052,10052,10052,10052,10052,10052,10052,10052,10052,10052,10052,10052,10045,10045,10045,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3265,3237,1024,0.90775454,7.8742743,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3266,3238,1072,-0.80143297,9.116005,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,10072,10072,10072,10072,10072,10072,10072,10072,10072,10072,10067,10067,10067,10067,10067,10066,10066,10051,10051,10051,10045,10045,10045,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3267,3239,1015,-0.5569546,4.9142866,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,10015,10012,10004,10002,10000
3268,3240,1000,0.41594127,8.856504,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,10000
3269,3241,1090,1.5763655,7.5877013,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,10090,10090,10088,10080,10080,10080,10075,10075,10047,10047,10047,10047,10047,10047,10047,10047,10047,10047,10047,10046,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3270,3242,1054,0.22098939,7.804342,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,10054,10054,10054,10054,10054,10054,10054,10054,10054,10054,10054,10054,10054,10054,10054,10054,10054,10054,10049,10049,10048,10046,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3271,3243,1012,0.38758796,5.897767,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,10012,10004,10002,10000
3272,3244,1067,-1.6580313,8.910091,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,10067,10067,10067,10067,10067,10066,10066,10051,10051,10051,10045,10045,10045,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3273,3245,1024,2.7837381,5.990491,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3274,3246,1072,-1.3089,9.443918,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,10072,10072,10072,10072,10072,10072,10072,10072,10072,10072,10067,10067,10067,10067,10067,10066,10066,10051,10051,10051,10045,10045,10045,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3275,3247,1018,-0.64853144,3.741584,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,10018,10018,10018,10018,10015,10012,10004,10002,10000
3276,3248,1023,-2.9884603,7.2351146,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,10019,10017,10015,10012,10004,10002,10000
3277,3249,1091,0.06418145,10.100367,1091,10091,10091,10091,10091,10091,10084,10084,10084,10084,10084,10084,10084,10084,10084,10084,10084,10084,10084,10074,10074,10074,10074,10074,10074,10074,10074,10074,10074,10068,10066,10066,10051,10051,10051,10045,10045,10045,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3278,3250,1004,3.6820724,9.257408,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,10004,10002,10000
3279,3251,1060,-1.1811086,10.32889,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,10052,10052,10052,10052,10052,10052,10052,10052,10052,10052,10052,10052,10052,10052,10052,10052,10052,10052,10052,10052,10052,10052,10045,10045,10045,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3280,3252,1076,3.4352608,6.8443894,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,10047,10047,10047,10047,10047,10047,10047,10047,10047,10047,10047,10046,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3281,3253,1024,-0.5849807,10.210973,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3282,3254,1044,-1.3405807,4.138146,1044,1044,1044,1044,1044,1044,1044,10037,10037,10037,10037,10037,10037,10037,10033,10033,10033,10033,10033,10033,10033,10033,10031,10031,10031,10031,10031,10030,10027,10027,10027,10026,10026,10026,10026,10026,10026,10026,10026,10018,10018,10018,10018,10015,10012,10004,10002,10000
3283,3255,1061,0.02795355,7.9068303,1061,1061,1061,1061,1061,1061,1061,1061,1061,1061,10057,10057,10057,10057,10057,10057,10054,10054,10054,10054,10054,10054,10054,10054,10054,10054,10054,10054,10054,10054,10054,10054,10054,10054,10049,10049,10048,10046,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3284,3256,1051,-1.6978562,9.440802,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,10051,10051,10051,10045,10045,10045,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3285,3257,1017,2.3417487,5.64422,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,10017,10015,10012,10004,10002,10000
3286,3258,1080,1.7961032,8.381622,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,10080,10080,10080,10075,10075,10047,10047,10047,10047,10047,10047,10047,10047,10047,10047,10047,10046,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3287,3259,1075,1.4489108,6.4135823,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,10075,10075,10047,10047,10047,10047,10047,10047,10047,10047,10047,10047,10047,10046,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3288,3260,1079,0.89892906,6.307741,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,10075,10075,10047,10047,10047,10047,10047,10047,10047,10047,10047,10047,10047,10046,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3289,3261,1093,2.7455928,7.042459,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,10090,10090,10088,10080,10080,10080,10075,10075,10047,10047,10047,10047,10047,10047,10047,10047,10047,10047,10047,10046,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3290,3262,1018,-2.3439436,4.2758446,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,10018,10018,10018,10018,10015,10012,10004,10002,10000
3291,3263,1094,2.282621,6.4554415,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,10090,10090,10088,10080,10080,10080,10075,10075,10047,10047,10047,10047,10047,10047,10047,10047,10047,10047,10047,10046,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3292,3264,1024,0.9271825,10.933405,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3293,3265,1046,-0.9339105,7.4473605,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,10046,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3294,3266,1068,-0.38666055,9.578884,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,10068,10066,10066,10051,10051,10051,10045,10045,10045,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3295,3267,1052,-1.2028247,9.936937,1052,1052,1052,1052,1052,1052,1052,1052,1052,1052,1052,1052,1052,10052,10052,10052,10052,10052,10052,10052,10052,10052,10052,10052,10052,10052,10052,10052,10052,10052,10052,10052,10052,10052,10052,10045,10045,10045,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3296,3268,1024,-0.089310355,6.163953,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3297,3269,1079,1.2670226,6.5561004,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,10075,10075,10047,10047,10047,10047,10047,10047,10047,10047,10047,10047,10047,10046,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3298,3270,1024,3.0335362,9.283689,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3299,3271,1056,-0.40542474,6.3157697,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,10050,10050,10050,10048,10046,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3300,3272,1003,2.2220356,4.189453,1003,1003,1003,1003,10003,10003,10003,10003,10003,10003,10003,10003,10003,10003,10003,10003,10003,10003,10003,10003,10003,10003,10003,10003,10003,10003,10003,10003,10003,10003,10003,10003,10003,10003,10003,10003,10003,10003,10003,10003,10003,10003,10003,10003,10003,10003,10002,10000
3301,3273,1022,0.12606457,5.185007,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,10020,10020,10017,10015,10012,10004,10002,10000
3302,3274,1024,-1.3721067,10.452563,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3303,3275,1054,0.021802064,8.082063,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,10054,10054,10054,10054,10054,10054,10054,10054,10054,10054,10054,10054,10054,10054,10054,10054,10054,10054,10049,10049,10048,10046,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3304,3276,1008,6.2397575,8.922537,1008,1008,1008,1008,1008,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10000
3305,3277,1000,0.6213281,5.7311583,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,10000
3306,3278,1000,0.82152903,9.461987,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,10000
3307,3279,1001,5.736753,9.359042,1001,1001,1001,1001,1001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10000
3308,3280,1096,0.50828505,11.142708,1096,10091,10091,10091,10091,10091,10084,10084,10084,10084,10084,10084,10084,10084,10084,10084,10084,10084,10084,10074,10074,10074,10074,10074,10074,10074,10074,10074,10074,10068,10066,10066,10051,10051,10051,10045,10045,10045,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3309,3281,1018,-1.7405775,4.5203233,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,10018,10018,10018,10018,10015,10012,10004,10002,10000
3310,3282,1000,-2.6839223,4.267126,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,10000
3311,3283,1080,1.8366044,8.920517,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,10080,10080,10080,10075,10075,10047,10047,10047,10047,10047,10047,10047,10047,10047,10047,10047,10046,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3312,3284,1089,2.7294672,7.558242,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,10088,10080,10080,10080,10075,10075,10047,10047,10047,10047,10047,10047,10047,10047,10047,10047,10047,10046,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3313,3285,1042,-1.3313192,2.2132373,1042,1042,1042,1042,1042,1042,1042,1042,1042,10035,10035,10032,10032,10032,10032,10032,10032,10032,10032,10032,10032,10032,10032,10032,10032,10032,10032,10030,10027,10027,10027,10026,10026,10026,10026,10026,10026,10026,10026,10018,10018,10018,10018,10015,10012,10004,10002,10000
3314,3286,1020,0.45043436,5.297669,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,10020,10020,10017,10015,10012,10004,10002,10000
3315,3287,1025,-2.1111155,4.066056,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,10018,10018,10018,10018,10015,10012,10004,10002,10000
3316,3288,1007,5.2777185,8.908967,1007,1007,1007,1007,1007,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10000
3317,3289,1014,-4.0491233,2.2310605,1014,1014,1014,1014,1014,1014,1014,1014,1014,1014,1014,1014,10011,10011,10011,10011,10011,10011,10011,10011,10011,10011,10011,10011,10011,10011,10011,10011,10011,10011,10011,10011,10011,10011,10011,10011,10011,10011,10011,10011,10011,10011,10011,10011,10011,10004,10002,10000
3318,3290,1077,-1.8632135,6.5179954,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,10069,10069,10069,10069,10069,10069,10065,10065,10065,10065,10065,10065,10065,10065,10065,10051,10051,10051,10045,10045,10045,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3319,3291,1002,0.9048692,10.22068,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,10002,10000
3320,3292,1000,1.7018394,5.440746,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,10000
3321,3293,1004,1.6987898,6.2641506,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,10004,10002,10000
3322,3294,1018,0.52231634,2.3480232,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,10018,10018,10018,10018,10015,10012,10004,10002,10000
3323,3295,1000,3.949513,8.201226,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,10000
3324,3296,1084,0.61582243,10.992704,1084,1084,1084,1084,1084,1084,10084,10084,10084,10084,10084,10084,10084,10084,10084,10084,10084,10084,10084,10074,10074,10074,10074,10074,10074,10074,10074,10074,10074,10068,10066,10066,10051,10051,10051,10045,10045,10045,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3325,3297,1055,-0.27977088,5.88271,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,10050,10050,10050,10048,10046,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3326,3298,1024,2.852112,8.010412,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3327,3299,1029,-1.8430024,1.6510983,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,10027,10027,10027,10026,10026,10026,10026,10026,10026,10026,10026,10018,10018,10018,10018,10015,10012,10004,10002,10000
3328,3300,1047,2.420154,7.3823075,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,10047,10047,10047,10047,10047,10047,10047,10047,10047,10047,10047,10046,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3329,3301,1079,1.307736,6.5288424,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,10075,10075,10047,10047,10047,10047,10047,10047,10047,10047,10047,10047,10047,10046,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3330,3302,1024,0.9725268,10.66786,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3331,3303,1095,0.101279475,10.267152,1095,10091,10091,10091,10091,10091,10084,10084,10084,10084,10084,10084,10084,10084,10084,10084,10084,10084,10084,10074,10074,10074,10074,10074,10074,10074,10074,10074,10074,10068,10066,10066,10051,10051,10051,10045,10045,10045,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3332,3304,1040,-0.09844419,2.1141856,1040,1040,1040,10036,10036,10036,10036,10036,10036,10036,10036,10032,10032,10032,10032,10032,10032,10032,10032,10032,10032,10032,10032,10032,10032,10032,10032,10030,10027,10027,10027,10026,10026,10026,10026,10026,10026,10026,10026,10018,10018,10018,10018,10015,10012,10004,10002,10000
3333,3305,1024,-0.79561603,6.050127,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3334,3306,1047,1.3690112,8.168206,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,10047,10047,10047,10047,10047,10047,10047,10047,10047,10047,10047,10046,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3335,3307,1080,1.6117852,8.518275,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,10080,10080,10080,10075,10075,10047,10047,10047,10047,10047,10047,10047,10047,10047,10047,10047,10046,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3336,3308,1018,-2.0181756,2.3042884,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,10018,10018,10018,10018,10015,10012,10004,10002,10000
3337,3309,1096,0.47362816,11.076997,1096,10091,10091,10091,10091,10091,10084,10084,10084,10084,10084,10084,10084,10084,10084,10084,10084,10084,10084,10074,10074,10074,10074,10074,10074,10074,10074,10074,10074,10068,10066,10066,10051,10051,10051,10045,10045,10045,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3338,3310,1087,2.0819411,8.340111,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,10080,10080,10080,10075,10075,10047,10047,10047,10047,10047,10047,10047,10047,10047,10047,10047,10046,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3339,3311,1095,0.23212622,10.487411,1095,10091,10091,10091,10091,10091,10084,10084,10084,10084,10084,10084,10084,10084,10084,10084,10084,10084,10084,10074,10074,10074,10074,10074,10074,10074,10074,10074,10074,10068,10066,10066,10051,10051,10051,10045,10045,10045,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3340,3312,1093,2.645658,6.993046,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,10090,10090,10088,10080,10080,10080,10075,10075,10047,10047,10047,10047,10047,10047,10047,10047,10047,10047,10047,10046,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
3341,3313,1090,1.6366911,7.4862566,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,10090,10090,10088,10080,10080,10080,10075,10075,10047,10047,10047,10047,10047,10047,10047,10047,10047,10047,10047,10046,10024,10024,10024,10019,10017,10015,10012,10004,10002,10000
