doc_id,X,Y,0,1,2
320,-2.013504,8.961221,8,33,104
321,2.138215,5.6606264,1,12,42
322,6.049301,7.395736,5,23,75
323,6.12453,7.5322914,5,23,75
324,0.034154877,4.4843135,2,15,50
325,2.6185656,8.624931,3,18,59
326,-2.6806529,5.5571156,6,26,82
327,3.0609183,8.703026,3,18,58
328,-2.9251473,4.728375,6,26,83
329,-1.0750822,8.025924,8,31,98
330,0.8110458,5.505302,1,11,38
331,-1.8473337,8.211263,8,33,103
332,0.65294164,6.5002356,1,10,36
333,-3.546781,5.044949,6,26,84
334,1.3873471,5.0920053,1,11,38
335,-2.9174922,5.0357137,6,26,82
336,-2.7141323,5.806063,6,27,85
337,-1.3190699,6.359508,6,27,87
338,-1.501126,5.9911337,6,27,87
339,-2.8953896,6.504338,6,27,85
340,2.3679812,8.957213,3,18,59
341,-0.3897856,4.694966,2,15,50
342,-3.1659598,4.690377,6,26,83
343,-1.3089269,2.5565083,2,13,44
344,-1.3982692,5.9213295,6,25,80
345,-0.8562984,5.6419296,6,25,79
346,-1.2821244,7.8614006,8,31,98
347,-0.7732128,5.1548967,6,25,81
348,-0.002993808,5.540541,1,11,39
349,2.8881347,5.6714964,1,12,41
350,-1.634679,6.880559,6,27,86
351,-2.7314744,4.5143976,6,26,83
352,-2.3684838,5.1607156,6,26,82
353,-1.5943099,4.291365,2,14,46
354,-1.5871947,6.9355073,6,27,86
355,-3.4499063,4.9485407,6,26,84
356,2.4643772,8.491137,3,18,59
357,-1.9381379,2.0436206,7,28,90
358,1.234943,7.145513,1,10,34
359,1.4724826,6.7455554,1,10,34
360,-1.7597204,8.647012,8,33,104
361,-1.703669,7.1916356,8,31,97
362,-1.3815614,6.127634,6,27,87
363,-2.7610698,4.9983892,6,26,82
364,-2.6463132,1.4381363,7,29,93
365,-2.8218572,6.2943087,6,27,85
366,-3.6166108,5.2289805,6,26,84
367,1.6190277,5.472853,1,11,38
368,1.7741351,2.8513665,4,19,63
369,-1.1644851,1.9415085,7,28,89
370,1.8635029,3.02154,4,19,63
371,0.8434739,2.7519429,4,19,62
372,-1.2156718,6.23618,6,27,87
373,2.4814055,6.49488,1,12,41
374,-1.3204523,6.418346,6,27,87
375,-1.8712775,0.99762493,7,30,95
376,0.21343993,5.4213886,1,11,39
377,2.4142592,6.510223,1,12,41
378,-0.532115,3.3070934,2,15,51
379,-1.2010876,6.4773645,6,27,87
380,1.091189,5.3214965,1,11,38
381,-1.9850191,0.7712255,7,30,95
382,-1.7519621,1.5568743,7,28,90
383,-1.7446324,9.415292,8,33,104
384,0.7567987,5.4811287,1,11,38
385,-1.1942463,0.65949464,7,30,96
386,-0.86003214,0.64113253,7,30,96
387,-1.7236832,9.361622,8,33,104
388,-2.03719,1.0280172,7,30,95
389,-1.5182275,1.0777993,7,30,95
390,-1.56529,0.64930767,7,30,96
391,-0.782714,0.5507123,7,30,96
392,-0.6637029,1.2374527,7,30,94
393,-1.7942982,1.394705,7,30,95
394,2.4087481,6.577732,1,12,41
395,1.9389268,7.0204906,3,17,57
396,-0.65032184,5.3418493,6,25,81
397,-1.8836948,1.6947304,7,28,90
398,0.13531387,7.644185,8,31,99
399,-1.704911,9.427024,8,33,104
400,3.24375,8.447701,3,18,60
401,3.2958517,8.303461,3,18,60
402,2.0674937,5.6889167,1,12,42
403,-1.0974594,3.862207,2,14,46
404,-1.8301167,5.537934,6,25,80
405,-0.26045159,2.831934,2,13,43
406,-2.2295249,4.661342,6,26,83
407,0.7438293,9.064536,8,32,102
408,3.1913934,8.908939,3,18,58
409,-2.5576448,5.65651,6,26,82
410,-1.0987868,8.952138,8,33,105
411,2.0644743,5.7128077,1,12,42
412,1.1881346,6.4144034,1,10,36
413,0.72466034,5.393402,1,11,38
414,0.22560751,2.3102124,4,21,68
415,3.715222,7.630797,3,16,52
416,-1.8836435,9.044406,8,33,104
417,1.6600838,5.9918685,1,12,42
418,5.5645533,6.6376014,5,22,70
419,2.2894673,5.2348824,1,12,40
420,0.7472796,3.6465275,4,19,61
421,2.3455086,5.4051867,1,12,40
422,0.91014665,9.06367,8,32,102
423,2.0552998,6.602031,1,12,42
424,1.8742763,4.936921,1,11,37
425,2.286263,5.9641733,1,12,42
426,-1.4284842,4.297884,2,14,46
427,-2.4654217,5.5919833,6,26,82
428,-0.3425839,4.3451324,2,15,50
429,-1.9882083,3.8272204,2,14,46
430,-1.3326719,2.7705624,2,14,48
431,-1.4479177,2.864057,2,14,48
432,-2.3741252,2.5356436,7,28,88
433,-0.5028333,4.412623,2,15,50
434,-2.200859,5.3689594,6,26,82
435,-0.7495282,4.920282,6,25,81
436,-2.9195883,4.5875387,6,26,83
437,-1.8847506,2.9513636,2,14,48
438,-1.3958821,3.74863,2,14,46
439,-0.7868199,5.6381564,6,25,79
440,2.4152646,8.953594,3,18,59
441,-1.6197535,3.2003398,2,14,48
442,-2.74544,6.658185,6,27,85
443,-1.5442355,2.5792165,2,14,48
444,-2.5833879,3.1119194,2,14,47
445,-1.1657165,8.045286,8,31,98
446,-1.6180764,4.6119,6,25,81
447,-1.129903,2.5880613,2,13,44
448,0.091648035,5.5012436,1,11,39
449,-1.2197856,4.0121727,2,14,46
450,-1.113391,3.7502844,2,14,46
451,0.31382325,5.6242785,1,11,39
452,-1.2618846,2.0349052,7,28,89
453,-0.47473544,5.261062,6,25,81
454,-1.2273968,6.250471,6,27,87
455,0.21755132,5.4296227,1,11,39
456,-1.2658169,3.927021,2,14,46
457,-1.4038292,6.2142525,6,27,87
458,-0.71443903,5.601228,6,25,79
459,-2.0810792,5.781144,6,27,87
460,1.1380461,5.2095013,1,11,38
461,-0.504158,4.3576674,2,15,50
462,-2.0930245,2.881828,2,14,48
463,-0.9142175,3.5796962,2,14,46
464,0.9652172,5.0030794,1,11,38
465,-0.109456405,5.155528,1,11,39
466,-1.8799092,5.9450793,6,27,87
467,-0.9560266,4.769709,6,25,81
468,-1.3712678,5.9269366,6,25,80
469,-2.7605662,5.8020415,6,26,82
470,-2.237079,6.635017,6,27,86
471,-2.596707,4.5876055,6,26,83
472,-1.0397751,7.1784415,8,31,97
473,1.1764239,4.8584385,1,11,37
474,1.3912493,5.404962,1,11,38
475,0.8651958,4.819951,1,11,37
476,-0.84235513,4.061303,2,15,51
477,-2.5449467,4.3528104,6,26,83
478,-1.3950564,7.1957383,8,31,97
479,-1.1763693,6.6953464,6,27,86
480,-1.2811369,7.248867,8,31,97
481,-1.2434715,6.395266,6,27,87
482,-1.3766962,5.2921286,6,25,80
483,-0.3549828,5.121614,6,25,81
484,-1.5973779,6.542603,6,27,86
485,-0.8465877,7.1304007,8,31,97
486,-0.76569676,4.859006,6,25,81
487,-0.77639353,3.4732854,2,15,51
488,-1.7227015,7.350438,8,31,97
489,-1.1548306,6.9563904,8,31,97
490,1.5863174,5.9177303,1,12,42
491,0.8874697,9.279041,8,32,102
492,-0.5811387,9.217662,8,32,100
493,-1.5967845,6.5767283,6,27,86
494,-0.089853846,5.4801035,1,11,39
495,2.4756224,6.481506,1,12,41
496,-1.6878794,6.138237,6,27,87
497,-4.120747,1.8450811,7,29,92
498,1.9745941,6.713885,1,10,34
499,-1.489813,6.917502,6,27,86
500,-0.9362687,6.680813,6,27,86
501,2.060273,1.9874253,4,20,64
502,-1.5354123,6.6400814,6,27,86
503,5.8139877,7.0882077,5,22,72
504,-2.5621803,3.0185199,2,14,47
505,-2.64626,4.6048303,6,26,83
506,0.5618749,9.427928,8,32,102
507,1.0772306,5.3511624,1,11,38
508,2.2537503,2.4496214,4,20,66
509,2.2029474,5.591757,1,12,42
510,-1.7475888,3.6448383,2,14,46
511,1.4286216,1.789689,4,20,65
512,5.281256,7.644624,5,23,73
513,-1.8794631,0.71756697,7,30,95
514,1.9455897,2.1896276,4,20,65
515,-0.016410148,6.023119,1,10,35
516,-2.237371,4.390329,6,26,83
517,2.08894,7.2548213,3,17,57
518,-0.50440073,5.153287,6,25,81
519,-2.5932016,5.7136874,6,26,82
520,1.5902526,7.05123,1,10,34
521,-0.20944487,7.2375054,8,31,99
522,2.9212842,5.165343,1,12,40
523,-0.57292974,8.718514,8,32,101
524,-2.4571402,5.4587436,6,26,82
525,2.134256,1.900165,4,20,64
526,2.077688,2.1391525,4,20,64
527,1.6077003,5.849983,1,12,42
528,-2.4647355,3.1346023,2,14,47
529,-1.1553543,7.377606,8,31,97
530,5.1759534,7.116841,5,22,70
531,-1.3897907,8.54331,8,33,105
532,-2.212917,4.2325983,6,26,83
533,-2.4369357,4.7498984,6,26,83
534,-2.5922556,6.3106627,6,27,85
535,-1.6003151,3.7417595,2,14,46
536,-1.571786,3.6605306,2,14,46
537,-1.4203994,2.8954418,2,14,48
538,-1.18305,3.47193,2,14,46
539,3.1473722,8.954921,3,18,58
540,-1.6788704,8.044882,8,33,103
541,1.9339883,2.1400282,4,20,65
542,2.7027748,8.441625,3,18,59
543,-0.15397039,6.5460944,1,10,35
544,-2.4601026,4.5390754,6,26,83
545,2.169372,5.509992,1,12,42
546,1.8938164,7.074277,3,17,57
547,2.618454,6.9277234,3,16,53
548,-1.3033273,2.019257,7,28,89
549,2.193018,2.0763273,4,20,64
550,1.0441234,6.3484125,1,10,36
551,-1.4938263,5.972229,6,25,80
552,2.5838687,8.692202,3,18,59
553,6.0351443,7.873252,5,23,74
554,0.6316054,2.607006,4,19,62
555,-0.7231819,3.4732833,2,15,51
556,-2.1941078,8.225929,8,33,103
557,-3.0352702,6.3313813,6,27,85
558,3.6744275,6.9417334,3,16,54
559,-0.027498147,1.8114939,4,21,68
560,1.2927754,4.784174,1,11,37
561,-1.0132905,3.3590825,2,14,46
562,2.9936783,8.609529,3,18,58
563,5.664846,6.6363306,5,22,71
564,0.79810786,9.30942,8,32,102
565,-2.3680148,6.068143,6,27,85
566,0.705012,4.7356715,1,11,37
567,1.2987447,8.771899,3,17,56
568,-0.4298683,4.5969768,2,15,50
569,2.9564078,8.64034,3,18,58
570,-1.8763565,5.1914024,6,25,80
571,-2.5103254,4.659294,6,26,83
572,-1.7365407,6.6349306,6,27,86
573,2.4828951,8.680732,3,18,59
574,1.2055576,4.0745277,4,19,61
575,1.0536724,4.5924387,1,11,37
576,-2.3751028,6.5602207,6,27,85
577,2.8356545,8.640158,3,18,58
578,0.20672888,5.141738,1,11,39
579,-1.723756,5.099307,6,25,80
580,2.3087518,8.874269,3,18,59
581,-2.5070088,2.946474,2,14,47
582,-3.3458054,4.8610387,6,26,84
583,-2.8394525,6.664689,6,27,85
584,-3.4197068,5.6315503,6,26,84
585,-1.321792,6.787497,6,27,86
586,-2.4016726,5.193268,6,26,82
587,-1.2542045,7.30449,8,31,97
588,1.859105,2.467741,4,20,66
589,-4.018967,1.7422305,7,29,92
590,-1.5656213,3.4116917,2,14,46
591,-3.5085135,4.7478294,6,26,84
592,-1.5222218,3.4371212,2,14,46
593,-3.1378663,3.9409978,6,26,83
594,-1.2504506,3.31711,2,14,46
595,0.20945805,5.028065,1,11,39
596,-0.4536277,4.4936237,2,15,50
597,3.3143473,8.40103,3,18,60
598,-2.5607636,4.474664,6,26,83
599,2.853705,8.478271,3,18,58
600,3.249865,8.425529,3,18,60
601,-2.9410548,6.552636,6,27,85
602,-0.4382129,4.534058,2,15,50
603,-2.9386868,6.361849,6,27,85
604,2.30172,8.971845,3,18,59
605,-2.7747936,6.510136,6,27,85
606,-1.0132104,6.063666,6,25,79
607,-1.562661,6.9412966,6,27,86
608,-2.6955388,6.274273,6,27,85
609,-1.2857733,6.2882338,6,27,87
610,-2.8604846,6.6132503,6,27,85
611,0.24411894,1.2324935,4,21,67
612,1.0713905,3.0024254,4,19,62
613,-1.3346229,3.3408113,2,14,46
614,-2.370794,5.0787587,6,26,82
615,-0.048030965,5.9923816,1,10,35
616,-1.6791569,6.234087,6,27,87
617,-0.26178268,3.2273488,2,13,43
618,2.24238,2.559369,4,20,66
619,-2.4457328,6.0336633,6,27,85
620,2.1883852,8.788818,3,18,59
621,-1.1017172,7.33844,8,31,97
622,-2.6474364,6.378594,6,27,85
623,1.6076164,3.1140494,4,19,63
624,-3.582019,5.1033187,6,26,84
625,-2.6407351,4.587879,6,26,83
626,-0.8925968,8.394907,8,31,98
627,-0.6358451,8.630512,8,32,101
628,-2.6088927,7.0431504,6,27,86
629,-3.4939358,4.9984164,6,26,84
630,-1.8714927,5.8686743,6,27,87
631,-0.81152946,3.15289,2,13,43
632,-1.6004599,8.201448,8,33,105
633,-2.5218709,4.7358813,6,26,83
634,-0.37576708,5.300782,6,25,81
635,-1.4476757,7.336216,8,31,97
636,2.8263218,8.668128,3,18,58
637,-1.3956202,6.4154587,6,27,87
638,-1.2251171,7.0356956,8,31,97
639,1.7481463,4.732577,1,11,37
640,-1.0543069,5.2105894,6,25,81
641,-1.5063642,4.646106,6,25,81
642,-2.5404863,6.0649195,6,27,85
643,-1.5301331,6.6544127,6,27,86
644,-1.6205629,7.361124,8,31,97
645,-1.1755905,7.256849,8,31,97
646,-1.3386732,7.039088,8,31,97
647,-0.5598667,2.600096,2,13,43
648,1.2558293,5.4254627,1,11,38
649,-0.99133015,7.57455,8,31,97
650,-0.53310406,5.9040456,6,25,79
651,3.123986,8.55444,3,18,58
652,-1.6740333,5.3428187,6,25,80
653,-1.1254678,1.0191003,7,30,95
654,2.3214178,2.3364599,4,20,66
655,1.2104356,2.1145358,4,20,65
656,-1.2060814,1.148474,7,30,95
657,-2.9264112,6.3724093,6,27,85
658,-1.0381372,1.0079663,7,30,94
659,0.337224,2.0799997,4,21,68
660,-1.1472116,0.3706786,7,30,96
661,-1.6749353,1.5727552,7,28,90
662,-0.7833717,0.55777645,7,30,96
663,-1.4939578,0.611087,7,30,96
664,-1.1129326,1.8050302,7,28,89
665,-1.1383442,0.10129066,7,30,96
666,-1.7835333,0.578616,7,30,95
667,-1.5900701,9.096684,8,33,104
668,-0.718446,1.1097625,7,30,94
669,-1.1368474,0.09163468,7,30,96
670,-1.3942193,0.7156027,7,30,96
671,1.3818744,5.503059,1,11,38
672,0.7479662,3.6469445,4,19,61
673,-1.8040583,6.163458,6,27,87
674,-1.5376608,5.924985,6,25,80
675,-1.4944121,5.9285808,6,25,80
676,-1.9439964,8.940668,8,33,104
677,-1.7610323,9.350102,8,33,104
678,3.226787,8.536264,3,18,58
679,-1.3829645,5.2050576,6,25,80
680,2.3067904,6.512361,1,12,41
681,-0.70175344,1.2586092,7,30,94
682,-1.2880516,0.2570022,7,30,96
683,2.1463597,5.377414,1,12,40
684,-1.2019881,8.778148,8,33,105
685,1.4538673,6.676801,1,10,34
686,2.3034647,6.5613804,1,12,41
687,-1.831151,9.239545,8,33,104
688,-0.9860189,6.2845464,6,27,87
689,-0.603883,1.3914583,7,30,94
690,-1.171566,0.1524661,7,30,96
691,-0.21163526,5.779006,1,10,35
692,0.033300627,5.7677193,1,11,39
693,0.01394144,5.961062,1,10,35
694,1.9870936,2.3637538,4,20,66
695,0.2756564,3.0819235,2,13,43
696,0.5448111,8.804656,8,32,102
697,-0.42871618,5.260938,6,25,81
698,2.9104543,5.1779943,1,12,40
699,-1.6536795,5.7040973,6,25,80
700,0.5908351,8.950974,8,32,102
701,1.6708668,2.372872,4,20,65
