doc_id,X,Y,0,1,2
2210,-0.9909263,7.2173953,8,31,97
2211,-1.3590097,5.7645836,6,25,80
2212,1.4275727,6.5744014,1,10,34
2213,-0.6149996,6.467094,6,25,79
2214,-0.81386495,6.015865,6,25,79
2215,1.4717698,4.9279222,1,11,37
2216,0.3663247,6.6176677,1,10,35
2217,-0.31751943,9.716049,8,32,100
2218,-0.803394,8.301737,8,31,98
2219,-0.10525061,5.0440927,1,11,39
2220,-1.9217612,7.396007,8,31,97
2221,-1.6679634,6.435166,6,27,87
2222,-2.0177517,4.931068,6,26,82
2223,2.4041412,6.6688323,1,12,41
2224,-0.46283415,5.194237,6,25,81
2225,-1.2251556,6.9193683,8,31,97
2226,-2.6577866,2.7827709,7,28,88
2227,0.07816913,8.068214,8,32,101
2228,-2.6869009,6.8000245,6,27,85
2229,-2.6140277,4.5459247,6,26,83
2230,0.5727533,8.871801,8,32,102
2231,1.4879941,2.504194,4,20,65
2232,-2.6529725,6.106204,6,27,85
2233,-1.5148652,1.1619892,7,30,95
2234,-0.7508666,5.4077,6,25,81
2235,1.7382231,3.0396826,4,19,63
2236,-1.1916764,6.7359157,6,27,86
2237,-0.555806,6.4743805,6,25,79
2238,-2.522455,4.469108,6,26,83
2239,-0.21080907,9.452986,8,32,100
2240,-0.6109022,3.186493,2,13,43
2241,-1.2323273,3.5531518,2,14,46
2242,-0.21354142,2.2306595,2,13,45
2243,1.1834258,6.02428,1,10,36
2244,-1.7081276,8.43052,8,33,105
2245,-2.6319036,5.5991006,6,26,82
2246,3.275356,8.314614,3,18,60
2247,-2.6774206,3.491124,2,14,47
2248,-3.4494977,4.995997,6,26,84
2249,3.785231,6.451638,3,16,54
2250,1.2694707,7.1841025,1,10,34
2251,2.2697153,7.598307,3,17,55
2252,-3.5054884,5.0114217,6,26,84
2253,2.5885627,6.1303205,1,12,41
2254,-0.3786779,5.291163,6,25,81
2255,-0.8722678,7.88012,8,31,98
2256,3.1308696,8.990386,3,18,58
2257,-1.5887926,7.142158,8,31,97
2258,-1.6075156,6.9297814,6,27,86
2259,-1.913859,3.3555171,2,14,47
2260,-0.48878616,3.0264416,2,13,43
2261,-0.98750347,6.3892775,6,27,87
2262,-1.6607409,6.693413,6,27,86
2263,-2.6642454,4.4968,6,26,83
2264,-3.1988866,5.530777,6,26,84
2265,-3.4872975,4.924795,6,26,84
2266,-3.778286,5.352727,6,26,84
2267,-0.21433139,4.2797194,2,15,50
2268,-0.6278689,8.361267,8,32,101
2269,-2.8954992,6.1661057,6,27,85
2270,-2.3639572,5.6567173,6,26,82
2271,-2.5847313,4.743077,6,26,83
2272,0.4733872,4.5038815,1,11,37
2273,-0.6640486,5.921786,6,25,79
2274,-1.6993339,6.9931154,6,27,86
2275,-0.8584935,5.084497,6,25,81
2276,-0.8661602,6.549288,6,27,87
2277,-3.57947,5.084379,6,26,84
2278,2.185212,2.2005136,4,20,64
2279,-2.2557604,2.9539578,2,14,47
2280,-1.4789157,7.1986575,8,31,97
2281,-1.715302,6.304456,6,27,87
2282,2.264912,2.5753653,4,20,66
2283,1.5808775,3.1022482,4,19,63
2284,-2.7501748,6.5026064,6,27,85
2285,-0.99976987,6.889222,8,31,97
2286,-1.3525771,4.5368323,6,25,81
2287,-2.5688734,5.757672,6,27,85
2288,-2.6130838,5.586226,6,26,82
2289,2.9355483,6.226201,1,12,41
2290,-1.524924,7.112984,8,31,97
2291,-2.2174354,7.3198714,6,27,86
2292,-0.33436936,4.628611,2,15,50
2293,-3.4846892,4.953038,6,26,84
2294,2.2805967,6.4252114,1,12,41
2295,2.1383698,6.8653717,3,16,53
2296,-1.5639837,9.290259,8,33,104
2297,1.5877707,8.057025,3,17,56
2298,2.5030248,6.38075,1,12,41
2299,3.1195276,8.545434,3,18,58
2300,0.5071196,2.8357377,4,19,62
2301,0.45242462,5.7684507,1,11,39
2302,2.4091053,8.962498,3,18,59
2303,1.5050071,3.1976695,4,19,63
2304,0.29947835,7.5806365,8,31,99
2305,-2.2888694,6.6412945,6,27,86
2306,-2.7639487,6.566546,6,27,85
2307,0.032196224,5.0235953,1,11,39
2308,0.16006799,1.8405464,4,21,68
2309,2.3884225,6.653862,1,12,41
2310,-1.205002,8.259143,8,33,105
2311,0.24267827,8.237536,8,32,101
2312,-2.5599463,6.046964,6,27,85
2313,-0.23435125,4.7662563,2,15,50
2314,-0.055983666,3.2557173,2,15,49
2315,0.07382012,5.401209,1,11,39
2316,0.108569466,5.167401,1,11,39
2317,-2.870482,6.486671,6,27,85
2318,-2.54141,6.4580026,6,27,85
2319,2.5599844,6.7957597,3,16,53
2320,-1.6307772,1.5487276,7,28,90
2321,-2.876352,6.5166316,6,27,85
2322,-1.304183,2.0384436,7,28,89
2323,-2.1869419,1.1242628,7,30,95
2324,-2.5992262,7.297816,6,27,86
2325,-0.25202763,1.0074372,7,30,94
2326,-1.6773738,1.4009135,7,30,95
2327,-1.9133352,0.95038056,7,30,95
2328,-2.7187278,5.5224943,6,26,82
2329,-1.0355214,1.6741605,7,28,89
2330,-2.874831,6.557619,6,27,85
2331,-1.5579088,1.2601049,7,30,95
2332,-3.0368972,6.2727365,6,27,85
2333,-1.1007516,0.5659525,7,30,96
2334,-1.7707739,1.5325768,7,28,90
2335,-3.485548,4.8314705,6,26,84
2336,-0.04996306,3.965926,2,15,49
2337,-0.8737287,1.0585926,7,30,94
2338,-1.1429945,0.14639188,7,30,96
2339,-1.2187208,0.7725825,7,30,96
2340,3.1472816,8.884783,3,18,58
2341,-1.1462159,3.860395,2,14,46
2342,-1.4170749,1.4569702,7,30,95
2343,-1.8436828,0.6538963,7,30,95
2344,0.5534357,2.0201814,4,21,69
2345,-0.72242093,0.6940585,7,30,96
2346,-1.2817792,1.5888728,7,28,89
2347,-0.29328954,3.5785716,2,15,51
2348,-0.2056988,3.2781885,2,15,49
2349,-2.1389968,1.6345499,7,28,90
2350,2.186726,2.1032653,4,20,64
2351,-0.38892773,3.6050248,2,15,51
2352,-1.9374858,8.995861,8,33,104
2353,-0.44201338,2.8795023,2,13,43
2354,1.0673293,7.14558,1,10,34
2355,2.1227832,2.8359976,4,20,66
2356,-1.704036,5.5299954,6,25,80
2357,-1.8213158,9.352166,8,33,104
2358,2.848034,5.154739,1,12,40
2359,3.1489499,8.975122,3,18,58
2360,-2.081015,8.500087,8,33,103
2361,-1.4584509,5.610024,6,25,80
2362,-0.2227024,2.5644753,2,13,43
2363,-0.8388527,7.7705755,8,31,98
2364,-0.61963075,1.126874,7,30,94
2365,-1.8949796,9.2261305,8,33,104
2366,0.07540555,2.0089276,4,21,68
2367,-0.2431654,2.3856409,2,13,45
2368,-0.48692226,3.4796567,2,15,51
2369,-0.58158416,1.2876922,7,30,94
2370,0.3468389,4.973786,1,11,39
2371,-0.29857504,1.9628901,2,13,45
2372,-3.5229995,4.8255057,6,26,84
2373,0.11826372,1.7386711,4,21,68
2374,-0.010934857,1.9350879,4,21,68
2375,-0.6681575,1.2534273,7,30,94
2376,-1.4177737,1.3768804,7,30,95
2377,2.5353577,4.695465,1,12,40
2378,1.4686232,1.7981426,4,20,65
2379,0.5114576,7.304144,1,10,34
2380,2.5236876,4.706304,1,12,40
2381,0.5519343,4.889369,1,11,39
2382,2.4941566,4.767901,1,12,40
2383,-2.4316359,4.56226,6,26,83
2384,2.5158463,4.4679065,1,12,40
2385,2.4334319,6.5097256,1,12,41
2386,5.39071,7.3560667,5,23,75
2387,2.3108568,2.1969552,4,20,64
2388,2.0060763,1.9116778,4,20,64
2389,1.7183238,2.2426293,4,20,65
2390,2.1068385,2.5344992,4,20,66
2391,2.3473914,5.923201,1,12,41
2392,2.3947823,1.861752,4,20,64
2393,2.3933928,1.8894309,4,20,64
2394,2.4674537,1.7753083,4,20,64
2395,2.0960798,2.0904958,4,20,64
2396,2.0210884,5.761248,1,12,42
2397,2.1242428,2.8857005,4,20,66
2398,2.2451446,7.203301,3,17,57
2399,2.4666681,1.7458838,4,20,64
2400,1.9852637,2.824931,4,20,66
2401,2.2270632,2.3178318,4,20,66
2402,-1.2117755,4.642991,6,25,81
2403,-1.45088,5.4235787,6,25,80
2404,1.0003366,6.4881024,1,10,36
2405,0.6359693,6.0460854,1,10,36
2406,1.6789937,6.608179,1,10,34
2407,1.1551721,6.816946,1,10,34
2408,1.8112758,7.2122054,3,17,57
2409,-0.47085372,7.7734156,8,31,98
2410,-1.0262097,7.3124123,8,31,97
2411,-2.5028975,5.140665,6,26,82
2412,-2.1819885,6.5303607,6,27,85
2413,2.7219987,7.775458,3,18,60
2414,-2.3630989,4.638599,6,26,83
2415,-3.0866034,5.57525,6,26,82
2416,-2.3386204,5.156395,6,26,82
2417,-2.1404278,4.962684,6,26,82
2418,-2.5250711,4.665173,6,26,83
2419,-2.9462256,5.4407897,6,26,82
2420,-2.6927092,4.5916624,6,26,83
2421,-2.4725192,4.6939383,6,26,83
2422,-1.7560662,5.3645835,6,25,80
2423,-2.376003,6.1469054,6,27,85
2424,-0.5040645,9.575644,8,32,100
2425,-0.20445657,9.616958,8,32,100
2426,0.20753652,9.831984,8,32,100
2427,0.4736829,9.503173,8,32,102
2428,1.4477102,6.0962462,1,10,36
2429,1.6994678,6.3724737,1,10,36
2430,2.7612743,6.494463,1,12,41
2431,1.8898599,6.211415,1,12,42
2432,2.5796967,4.656565,1,12,40
2433,2.902637,5.249024,1,12,40
2434,-0.40743116,8.87337,8,32,101
2435,-0.35795808,9.349377,8,32,100
2436,2.596551,4.716295,1,12,40
2437,-3.1639373,4.566203,6,26,83
2438,-0.9585123,4.755801,6,25,81
2439,2.1944354,6.180763,1,12,42
2440,-2.0079138,7.857537,8,33,103
2441,-1.6388927,6.488999,6,27,87
2442,3.5361528,7.187301,3,16,52
2443,-1.5069466,7.153546,8,31,97
2444,-0.7731333,6.4678,6,27,87
2445,1.692013,8.373883,3,17,56
2446,-0.7784767,8.190233,8,31,98
2447,-1.596723,8.347364,8,33,105
2448,-1.1582366,7.4179406,8,31,97
2449,2.5491812,6.7074947,3,16,53
2450,5.2828684,7.4342866,5,23,73
2451,-1.5685076,8.431853,8,33,105
2452,1.7882105,7.9408145,3,17,55
2453,-1.2186999,7.1485815,8,31,97
2454,1.4368964,7.1982985,1,10,34
2455,-1.7213633,7.6098433,8,31,97
2456,2.2220876,2.2944875,4,20,66
2457,-1.6568601,7.828302,8,31,97
2458,1.8861401,7.0543036,3,17,57
2459,-0.29051995,8.58811,8,32,101
2460,-0.48036894,9.120951,8,32,100
2461,-1.8959072,7.301411,8,31,97
2462,-0.8238316,8.413853,8,31,98
2463,0.90506977,7.2801642,1,10,34
2464,4.871805,7.524616,5,23,73
2465,-1.7552727,7.691222,8,31,97
2466,-0.456202,9.44518,8,32,100
2467,-0.37504575,9.671524,8,32,100
2468,-0.37977082,8.632776,8,32,101
2469,-1.4397391,7.177072,8,31,97
2470,0.22686402,3.5908191,2,15,49
2471,0.701688,8.977662,8,32,102
2472,-0.40741834,9.619471,8,32,100
2473,-0.2496969,3.8234067,2,15,49
2474,2.9262607,5.807647,1,12,41
2475,-1.5176507,2.4269857,2,13,44
2476,0.6044927,7.0813484,1,10,34
2477,0.6001682,9.455322,8,32,102
2478,0.8584473,8.684338,8,32,102
2479,-2.9934535,5.5250525,6,26,82
2480,0.28222948,8.094112,8,32,101
2481,-0.2918013,8.687159,8,32,101
2482,-2.6096396,2.9576755,7,28,88
2483,-2.4878776,1.7735944,7,28,90
2484,-2.848031,6.6393633,6,27,85
2485,-2.9173443,5.829232,6,26,82
2486,-2.8694215,5.157829,6,26,82
2487,2.1433048,1.9503708,4,20,64
2488,-2.0684762,3.9363089,2,14,46
2489,-1.172425,7.95441,8,31,98
2490,0.45270443,7.286681,8,31,99
2491,-1.2552149,7.026256,8,31,97
2492,-0.8502412,5.606631,6,25,79
2493,0.44604895,4.1463447,2,15,49
2494,1.3023702,6.117864,1,10,36
2495,-2.960334,5.0354986,6,26,82
2496,2.302137,6.6540184,1,12,41
2497,-1.1462497,9.2193365,8,33,105
2498,-1.6107833,5.203006,6,25,80
2499,0.50091255,3.3767145,4,19,61
2500,1.750432,2.5445895,4,20,66
2501,-2.2322397,7.9159274,8,33,103
2502,-1.9003441,1.4362204,7,28,90
2503,-1.4422687,8.215134,8,33,105
2504,2.1188583,6.75831,1,12,42
2505,1.741784,6.716639,1,10,34
2506,2.3485267,6.276247,1,12,41
2507,-1.675849,0.51631224,7,30,96
2508,0.11072303,1.9328629,4,21,68
2509,2.0905418,6.5795484,1,12,42
2510,-0.43727064,8.827304,8,32,101
2511,-1.26441,0.9762034,7,30,95
2512,2.5683086,5.3675985,1,12,40
2513,-0.4412285,1.3046744,7,30,94
2514,-1.354104,9.019389,8,33,105
2515,-1.425669,0.5457859,7,30,96
2516,-0.4759151,0.9851153,7,30,94
2517,-1.5982662,0.7140406,7,30,95
2518,-0.9705515,0.87527436,7,30,94
2519,-1.2704818,0.78304714,7,30,96
2520,-1.6483716,1.9134959,7,28,89
2521,-0.93713224,0.6270717,7,30,96
2522,0.34400865,2.6326177,4,19,62
2523,-0.6874476,1.0687003,7,30,94
2524,-0.8079857,1.2144797,7,30,94
2525,-1.3453375,1.0093058,7,30,95
2526,-1.639535,1.0974737,7,30,95
2527,-0.3401092,0.99609995,7,30,94
2528,-0.5577978,0.98205614,7,30,94
2529,-0.4519476,1.0191848,7,30,94
2530,-1.1699424,0.9746486,7,30,95
2531,0.52240366,6.127788,1,10,35
2532,-0.51901996,5.6608944,6,25,79
2533,1.7219461,8.581814,3,17,56
2534,-0.081964664,5.078576,1,11,39
2535,-1.5077643,6.8713226,6,27,86
2536,-1.3466936,3.6748729,2,14,46
2537,-1.1457853,7.846646,8,31,98
2538,1.6631142,2.2272103,4,20,65
2539,-3.453144,4.93828,6,26,84
2540,0.05716703,5.9770474,1,10,35
2541,0.61547893,8.891225,8,32,102
2542,-0.19991484,3.6204913,2,15,49
2543,0.54891396,9.274056,8,32,102
2544,0.004292713,6.1369963,1,10,35
2545,0.5524173,8.853479,8,32,102
2546,-1.1761528,6.616424,6,27,86
2547,-1.1360806,7.252975,8,31,97
2548,-1.3434705,6.1443,6,27,87
2549,0.40146476,4.0066237,2,15,49
2550,1.37261,4.3005805,1,11,37
2551,-0.52256435,3.7562935,2,15,51
2552,2.515047,7.0620093,3,16,53
2553,-3.1153798,1.9353968,7,29,92
2554,1.6822065,2.3650863,4,20,65
2555,-1.8820773,7.454191,8,31,97
2556,-0.48792994,9.551503,8,32,100
2557,-1.1933722,7.127229,8,31,97
2558,2.4261692,1.8075871,4,20,64
2559,0.13724643,6.025398,1,10,35
2560,-0.639703,5.7693405,6,25,79
2561,-1.3006549,7.7156706,8,31,97
2562,2.5000427,1.7320406,4,20,64
2563,-0.20831151,5.2652855,1,11,39
2564,-2.4729865,5.3998175,6,26,82
2565,-0.3494219,5.7932982,6,25,79
2566,2.4280999,8.975432,3,18,59
2567,1.8880937,2.6263897,4,20,66
2568,0.10729339,1.810535,4,21,68
2569,-1.0461943,7.851448,8,31,98
2570,-0.98703825,4.8742166,6,25,81
2571,-1.3467094,2.3030887,2,13,44
2572,1.219479,4.717651,1,11,37
2573,-0.1035904,6.7166543,1,10,35
2574,1.2628574,4.77658,1,11,37
2575,-2.580831,3.0119703,2,14,47
2576,-1.9540832,8.983429,8,33,104
2577,2.1283014,5.1009727,1,12,40
2578,0.5494483,9.512785,8,32,102
2579,-1.2085268,3.3290017,2,14,46
2580,-0.09023221,3.7898552,2,15,49
2581,-0.45258668,4.723871,2,15,50
2582,-0.025457822,6.030568,1,10,35
2583,3.1799877,8.219948,3,18,60
2584,1.9067441,6.5827937,1,12,42
2585,-1.4071641,2.5218148,2,13,44
2586,-2.8915377,5.616188,6,26,82
2587,-1.6787986,5.0604773,6,25,80
2588,-2.0934699,8.124405,8,33,103
2589,-0.51225436,8.647554,8,32,101
2590,-1.8591833,9.199108,8,33,104
2591,0.4675974,5.2076716,1,11,39
2592,-2.021207,1.6239856,7,28,90
2593,2.7907002,8.998979,3,18,58
2594,-0.42230785,2.040037,2,13,45
2595,-3.0353112,6.433917,6,27,85
2596,-1.9065222,8.795823,8,33,104
2597,0.1992169,5.5525155,1,11,39
2598,0.5324071,9.17803,8,32,102
2599,-2.7348518,2.5554566,7,28,88
2600,2.8802285,5.2076325,1,12,40
2601,-0.8407677,6.824234,8,31,97
2602,-2.8256903,6.297941,6,27,85
2603,0.46898025,6.4038177,1,10,35
2604,-1.4843068,2.8958404,2,14,48
2605,-2.3268752,3.4877236,2,14,47
2606,-0.39886266,6.0705657,6,25,79
2607,-2.9591465,5.644213,6,26,82
2608,-2.5112112,4.33319,6,26,83
2609,-1.1619852,4.6759605,6,25,81
2610,-1.6385158,2.7538097,2,14,48
2611,-0.3785939,4.6747384,2,15,50
2612,-1.4717908,3.2472973,2,14,48
2613,-3.0164378,4.6605134,6,26,83
2614,-2.151546,6.686174,6,27,86
2615,-2.27712,3.7889202,2,14,47
2616,-1.5209868,1.4784625,7,30,95
2617,-1.1296479,1.679239,7,28,89
2618,-1.0403425,3.1521926,2,14,48
2619,-1.3224314,3.2037885,2,14,48
2620,-1.4528443,3.1927347,2,14,48
2621,-3.4119596,5.2204204,6,26,84
2622,3.1088715,8.963565,3,18,58
2623,-0.8186324,3.6015232,2,15,51
2624,-2.7385528,5.133537,6,26,82
2625,-1.551446,5.9030967,6,25,80
2626,-0.63373727,8.630366,8,32,101
2627,-2.5256176,6.268227,6,27,85
2628,-0.49772277,5.262656,6,25,81
2629,3.0284781,8.57078,3,18,58
2630,-1.6623143,5.8338475,6,25,80
2631,-3.057849,6.585192,6,27,85
2632,-1.567624,5.624014,6,25,80
2633,0.3103399,6.3701663,1,10,35
2634,-0.84419066,6.501228,6,27,87
2635,-0.61092114,5.375763,6,25,81
2636,0.014309211,5.56713,1,11,39
2637,-0.7537451,5.3120174,6,25,81
2638,-0.64203864,5.483384,6,25,79
2639,-0.85935605,5.19271,6,25,81
2640,0.19504519,5.353998,1,11,39
2641,-1.9384761,7.4180136,8,31,97
2642,-0.91197395,7.757657,8,31,98
2643,-1.0695224,7.936366,8,31,98
2644,0.6080419,6.7122936,1,10,34
2645,1.5605946,5.2656593,1,11,38
2646,-1.6260918,6.748252,6,27,86
2647,-2.4703739,5.137254,6,26,82
2648,2.9263003,8.512712,3,18,58
2649,-0.9724075,7.5439644,8,31,97
2650,-0.9400152,7.088289,8,31,97
2651,2.4372208,8.959753,3,18,59
2652,-2.9468493,4.9919825,6,26,82
2653,2.0007973,2.3510869,4,20,66
2654,-1.3635813,5.991851,6,25,80
2655,1.8984287,2.2262127,4,20,65
2656,-1.5955582,0.9951723,7,30,95
2657,-0.35343504,5.303992,6,25,81
2658,-2.6452928,6.315512,6,27,85
2659,3.178358,8.926541,3,18,58
2660,-1.5894344,5.1640863,6,25,80
2661,-2.355716,5.739609,6,27,85
2662,2.1781821,2.2058878,4,20,64
2663,-0.30731612,3.6456556,2,15,51
2664,2.940636,5.7734585,1,12,41
2665,2.202228,2.6318567,4,20,66
2666,3.0036008,5.6507697,1,12,41
2667,-0.570455,5.492723,6,25,79
2668,-2.1053488,4.843359,6,26,83
2669,-0.9147362,5.9171004,6,25,79
2670,-1.5302261,6.711664,6,27,86
2671,-1.013423,5.9337387,6,25,79
2672,-1.0314215,5.806972,6,25,79
2673,1.3294839,5.342357,1,11,38
2674,-2.0989203,1.3996198,7,28,90
2675,-0.7426476,1.468722,7,30,94
2676,-2.9069257,5.035563,6,26,82
2677,-2.2229006,2.8228488,2,14,47
2678,-1.7842395,0.7443367,7,30,95
2679,-1.5894178,0.7649432,7,30,95
2680,-1.7471224,1.4966656,7,28,90
2681,-0.078310534,3.9182827,2,15,49
2682,0.5826291,2.1649554,4,21,69
2683,-1.245514,3.4431903,2,14,46
2684,-0.5144952,1.418875,7,30,94
2685,-1.2024982,0.93211704,7,30,95
2686,-1.0410242,0.25344545,7,30,96
2687,-1.3430123,1.3295529,7,30,95
2688,1.2670586,2.266691,4,20,65
2689,-1.5999962,1.502128,7,28,90
2690,-2.1116202,1.5159054,7,28,90
2691,-1.2789776,3.3512034,2,14,46
2692,-2.1158552,4.854685,6,26,83
2693,-2.373501,2.7546582,7,28,88
2694,-1.7700447,0.6991983,7,30,95
2695,-3.4526296,1.7075661,7,29,92
2696,-0.16827914,3.6606643,2,15,49
2697,-2.9425793,6.3867464,6,27,85
2698,-1.3490723,3.1867433,2,14,48
2699,2.6496837,8.333847,3,18,59
2700,-1.4899018,2.8071916,2,14,48
2701,-0.78843474,5.780139,6,25,79
2702,-0.41504237,7.61895,8,31,99
2703,2.9724634,5.8407736,1,12,41
2704,1.5811596,6.746842,1,10,34
2705,2.4347482,7.6096025,3,17,55
2706,2.896502,6.3607235,1,12,41
2707,-0.832646,6.3527274,6,25,79
2708,3.21595,6.723001,3,16,54
2709,-1.6892493,8.697409,8,33,104
2710,1.3850269,7.773921,3,17,57
2711,2.5000796,6.64304,1,12,41
2712,0.9067253,8.9918995,8,32,102
2713,0.37045985,6.6996093,1,10,35
2714,0.9919729,6.2041903,1,10,36
2715,2.5498343,7.870925,3,18,60
2716,2.4532838,7.936226,3,17,55
2717,-1.5793622,2.7094417,2,14,48
2718,-2.6061683,5.6643867,6,26,82
2719,2.3909838,8.935853,3,18,59
2720,-2.4282334,5.994488,6,27,85
2721,-2.4026065,4.48937,6,26,83
2722,-0.45244482,4.6318502,2,15,50
2723,-2.3943567,4.821519,6,26,83
2724,-2.809995,5.942556,6,27,85
2725,-1.0153551,5.0245533,6,25,81
2726,-2.406199,5.0143948,6,26,82
2727,-0.67433,5.7268677,6,25,79
2728,-2.9140534,5.9706616,6,27,85
2729,-1.513684,4.487792,6,25,81
2730,-1.1663971,4.9032507,6,25,81
2731,-1.8103554,7.93785,8,33,103
2732,-0.31428424,8.866274,8,32,101
2733,0.18667187,9.726114,8,32,100
2734,0.7025349,3.6521716,4,19,61
2735,-0.08305308,9.265843,8,32,100
2736,-0.35371485,8.831523,8,32,101
2737,-4.1108785,1.7938795,7,29,92
2738,2.7554708,5.248754,1,12,40
2739,-3.4941711,5.46462,6,26,84
2740,-2.1386,8.114222,8,33,103
2741,5.265485,7.730469,5,23,73
2742,1.9669815,8.331342,3,17,55
2743,-1.7776997,9.317561,8,33,104
2744,-0.72578216,5.0455794,6,25,81
2745,-0.87744075,1.3817431,7,30,94
2746,-1.5327888,2.8756402,2,14,48
2747,2.2883732,6.3464227,1,12,41
2748,-1.1136,6.917892,8,31,97
2749,2.6411834,5.628652,1,12,41
2750,4.46171,6.8404956,5,22,70
2751,-3.4643488,5.283287,6,26,84
2752,-1.9663436,8.491156,8,33,103
2753,-2.4857712,4.047217,6,26,83
2754,-0.40359655,9.014763,8,32,101
2755,-3.7254014,5.4089417,6,26,84
2756,1.2991397,8.34957,3,17,56
2757,-1.4192712,2.1908517,7,28,89
2758,-2.2510026,8.033149,8,33,103
2759,1.3560758,5.286288,1,11,38
2760,-1.9051099,1.3488369,7,30,95
2761,2.6780295,5.4491496,1,12,40
2762,-0.2307874,8.009185,8,31,98
2763,-1.6058071,8.723252,8,33,105
2764,-0.44197488,9.616613,8,32,100
2765,5.1687117,7.104985,5,22,70
2766,-1.4398001,2.270113,2,13,44
2767,-1.5651642,9.364406,8,33,104
2768,0.9470565,9.064706,8,32,102
2769,-1.3551534,7.3416734,8,31,97
2770,0.83759916,7.150086,1,10,34
2771,5.4332824,6.8490534,5,22,70
2772,-1.9586555,6.484989,6,27,87
2773,-0.27142745,7.598692,8,31,99
2774,3.7218893,7.7207613,3,16,52
2775,-0.8888876,2.3093219,2,13,44
2776,1.1972924,5.504279,1,11,38
2777,-0.13705394,7.5685225,8,31,99
2778,-1.5769598,8.042142,8,33,105
2779,-0.5737918,8.493091,8,32,101
2780,0.10009991,8.399357,8,32,101
2781,1.557479,5.513768,1,11,38
2782,0.52693313,9.62967,8,32,102
2783,-0.42796993,8.225692,8,31,98
2784,-0.71958977,8.127294,8,31,98
2785,2.5659542,6.188754,1,12,41
2786,-0.25994864,7.9364815,8,31,98
2787,-0.077858075,2.405239,2,13,45
2788,2.4047377,6.7835526,3,16,53
2789,2.7333264,6.369482,1,12,41
2790,0.13010228,9.703833,8,32,100
2791,-3.521608,5.344824,6,26,84
2792,-1.0734487,7.8856616,8,31,98
2793,-0.17703483,8.009799,8,31,98
2794,-0.08456826,6.944602,8,31,99
2795,-1.2818425,2.5766497,2,13,44
2796,-2.0543776,8.169636,8,33,103
2797,2.9078739,5.7908974,1,12,41
2798,-0.26781,8.663526,8,32,101
2799,2.7714677,8.281527,3,18,60
2800,-0.8026631,5.575795,6,25,79
2801,-1.5129242,7.3255496,8,31,97
2802,5.925312,6.682715,5,22,71
2803,3.2344892,8.148941,3,18,60
2804,-0.50900203,8.5554085,8,32,101
2805,-1.4520167,6.796423,6,27,86
2806,1.5261422,3.4510622,4,19,63
2807,1.6937815,6.8457904,1,10,34
2808,1.1085013,3.9975774,4,19,61
2809,1.4052441,5.379254,1,11,38
2810,-0.35328266,8.881144,8,32,101
2811,2.9715576,5.8890686,1,12,41
2812,0.972688,7.5716105,3,17,57
2813,-2.5017898,4.407462,6,26,83
2814,-2.2510297,8.024311,8,33,103
2815,-1.3739994,4.595569,6,25,81
2816,-1.1305617,6.832263,6,27,86
2817,0.22612342,7.4966235,8,31,99
2818,5.8785095,7.270512,5,22,72
2819,0.33921683,9.076515,8,32,102
2820,-1.4590753,7.231869,8,31,97
2821,-1.4890279,7.4582567,8,31,97
2822,-0.66085076,6.7176194,8,31,97
2823,-2.3401225,4.5289664,6,26,83
2824,-1.2055794,6.8562646,6,27,86
2825,-1.7829368,6.1618066,6,27,87
2826,-1.6421258,5.7062783,6,25,80
2827,3.1730518,7.963556,3,18,60
2828,1.7471088,5.1380014,1,11,38
2829,3.1001158,8.453325,3,18,58
2830,-0.19011056,6.070666,1,10,35
2831,-1.0487838,0.76122576,7,30,96
2832,-0.42740276,7.358425,8,31,99
2833,-0.833296,3.4185405,2,14,46
2834,-2.9465375,6.5171633,6,27,85
2835,-0.28522897,8.451661,8,32,101
2836,2.414364,6.084919,1,12,41
2837,-1.8295082,6.846317,6,27,86
2838,-2.9301684,6.530897,6,27,85
2839,-0.81921065,7.188498,8,31,97
2840,-2.9076443,5.937569,6,27,85
2841,3.0057917,8.573841,3,18,58
2842,-2.1528945,7.75178,8,33,103
2843,-0.9201162,0.6334163,7,30,96
2844,-2.902842,4.740756,6,26,83
2845,-0.908717,9.187815,8,32,100
2846,-3.1392846,5.810277,6,26,82
2847,0.97711337,2.9785547,4,19,62
2848,3.4077365,8.19763,3,18,60
2849,-1.0988809,1.7347912,7,28,89
2850,-2.4100258,3.0349445,2,14,47
2851,-0.9188408,0.5572139,7,30,96
2852,-0.1675145,7.0263395,8,31,99
2853,-0.05611183,3.2785895,2,15,49
2854,-0.9788602,7.1886473,8,31,97
2855,-2.8079557,4.6809874,6,26,83
2856,-2.236627,3.9169343,2,14,47
2857,-1.2336942,0.62196535,7,30,96
2858,-2.8996258,6.5936055,6,27,85
2859,-1.6665609,6.214162,6,27,87
2860,-1.6858194,8.508609,8,33,105
2861,0.21961276,8.442886,8,32,101
2862,-1.2436241,5.661676,6,25,80
2863,-1.6330225,0.94349444,7,30,95
2864,-2.9936683,3.4152045,2,14,47
2865,2.426032,8.841424,3,18,59
2866,4.747018,7.5751877,5,23,73
2867,-3.8166413,5.3686805,6,26,84
2868,1.4632813,5.235456,1,11,38
2869,-0.7274296,6.6795454,8,31,97
2870,-3.8212302,5.352531,6,26,84
2871,0.80010897,7.204403,1,10,34
2872,1.822655,2.8322678,4,20,66
2873,-1.2554332,7.162078,8,31,97
2874,-0.24794199,9.5155115,8,32,100
